"","pre_full","post_full","full_var_psu","full_var_stratum","religion","age_election_day","marriage","educ","race_ethnicity","gender","income","poli_party_reg","poli_party_self_7pt","lib_con_7pt","pres_vote","harris_thermometer_pre","trump_thermometer_pre","biden_thermometer_pre","vance_thermometer_pre","democrat_thermometer_pre","republican_thermometer_pre","budget_social_security","budget_public_schools","budget_border_security","budget_crime","budget_welfare","budget_highways","budget_aid_poor","budget_environment","colleges_run","dei","abortion","death_penalty","us_world_involvement","international_force","voting_id","voting_felons","journalists","climate_inc_temps","paid_leave","transgender_bathrooms","transgender_sports","lgbt_discrimination","lgbt_adoption","gay_marriage_view","gay_marriage","birthright_citizenship","children_immigrants","mexico_wall","ukraine_russia","israel","palestine_aid","israel_palestine","gaza_protests","political_violence","harris_thermometer_post","trump_thermometer_post","walz_thermometer_post","vance_thermometer_post","biden_thermometer_post","christian_fundamentalists_thermometer","feminists_thermometer","liberals_thermometer","labor_unions_thermometer","big_business_thermometer","conservatives_thermometer","supreme_court_thermometer","lgbt_thermometer","congress_thermometer","muslims_thermometer","christians_thermometer","maga_thermometer","jews_thermometer","police_thermometer","transgender_thermometer","blm_thermometer","nra_thermometer","fbi_thermometer","rural_thermometer","planned_parenthood_thermometer","import_limits","immigration_levels","immigration_jobs","immigration_crime","immigration_citizenship","immigration_economy","immigration_customs","hiring_black","affirmative_action","gov_involvement","gov_regulation","income_inequality","equal_opportunity","gender_roles","budget_deficit","tax_millionaires","vaccines_schools","climate_temps","climate_regulate_emissions","gun_difficulty","gun_background_checks","gun_ban_assault_rifles","opioid_epidemic","police_force","free_trade","diversity","federal_min_wage","budget_healthcare","vaccines","sexual_harassment","transgender_military","china_threat","russia_threat","mexico_threat","iran_threat","japan_threat","israel_threat","asian_thermometer","hispanic_thermometer","black_thermometer","illegal_immigrant_thermometer","white_thermometer"
"1711",1.01013743802481,1.03398333806736,1,131,9,57,1,3,1,1,5,-1,3,1,-1,60,0,60,0,30,0,1,1,4,4,1,1,1,1,6,1,4,3,3,4,4,2,7,2,1,1,4,1,1,-1,1,4,6,7,1,6,1,5,2,1,60,0,85,0,60,0,85,40,70,15,15,0,85,30,50,15,0,50,15,85,80,15,50,40,85,2,4,4,6,3,2,2,3,2,2,1,7,2,4,3,1,1,4,1,3,2,4,2,4,4,1,1,1,2,5,1,4,5,2,4,1,3,50,50,50,50,50
"1712",1.05539995665115,0.937462679654103,2,95,11,58,4,5,2,2,4,1,1,4,1,100,0,100,0,90,0,1,1,1,1,1,1,1,1,4,1,5,-2,4,3,1,1,7,1,1,4,4,1,2,2,-1,2,6,7,1,4,1,4,4,1,100,0,100,0,100,70,58,85,85,55,15,15,50,30,85,100,0,100,85,50,85,0,98,100,100,3,3,4,4,3,1,5,1,3,3,4,4,1,4,1,1,1,5,1,1,1,1,1,5,1,3,1,1,1,5,4,5,5,2,5,3,3,100,100,100,50,90
"1713",1.43663945852749,1.24728100857449,2,123,9,71,1,2,4,1,3,-1,1,3,1,100,0,100,0,100,15,1,1,2,1,2,1,1,1,4,1,4,2,3,2,1,1,7,1,1,1,4,1,1,-1,1,4,6,4,1,1,1,2,4,1,85,15,85,0,85,40,85,85,70,60,30,30,85,60,60,60,15,85,85,85,85,15,70,60,100,3,3,2,3,1,1,3,1,1,6,2,7,1,6,2,1,1,5,1,1,1,1,1,2,1,1,1,1,1,5,2,3,3,1,3,1,1,85,70,70,70,70
"1714",0.313130338402302,0.308024576092312,1,128,11,65,4,2,1,2,1,4,3,99,-1,70,40,70,-9,50,15,1,1,1,2,3,5,2,3,4,4,1,4,1,3,2,1,4,-2,1,4,6,2,6,2,-1,4,5,4,4,4,4,8,4,1,-9,15,-9,-9,50,-9,-9,-9,-9,-9,-9,30,-9,-9,-9,70,-9,-9,30,50,85,15,-9,-9,85,2,5,3,1,1,4,4,2,4,3,1,4,3,4,2,3,2,1,4,1,2,1,2,4,4,5,1,4,4,1,4,5,5,1,3,3,2,0,-9,30,0,60
"1715",0.599565950523295,0.63796364152288,2,119,11,29,1,4,1,2,5,-1,6,5,-1,50,50,50,50,30,60,1,1,1,1,3,2,2,2,6,2,4,2,2,4,1,3,6,2,1,6,1,1,1,1,-1,6,5,2,4,4,4,8,6,1,60,40,50,59,60,60,80,70,80,50,60,70,70,70,60,80,50,70,80,40,80,60,70,80,70,2,5,3,3,3,6,1,3,5,2,5,4,2,2,2,3,2,3,2,1,1,1,1,2,6,1,2,3,6,4,3,5,4,2,4,4,3,70,70,70,40,40
"1716",0.490643882987241,0.45810963655956,2,105,1,-2,1,5,1,2,-9,-1,7,7,2,0,100,0,100,0,70,3,3,1,1,5,1,3,3,7,7,1,1,3,5,1,2,7,7,7,7,1,4,6,3,-1,1,2,1,2,1,4,3,7,1,0,100,0,100,0,100,0,0,50,100,100,100,0,15,50,100,100,100,100,0,0,100,30,85,0,1,5,1,1,2,4,5,4,7,1,7,7,3,1,1,2,3,1,7,3,7,7,1,2,7,3,2,6,2,1,7,5,3,2,4,1,1,-9,-9,-9,0,-9
"1717",0.403165604222172,0.453453367297417,2,100,11,68,3,3,1,2,3,1,3,2,-1,100,0,90,0,85,0,1,1,1,3,3,3,3,1,4,4,4,1,4,3,4,6,4,1,1,5,4,1,1,1,-1,6,5,7,2,2,2,4,4,1,85,0,100,0,85,50,100,60,100,40,50,15,100,30,100,100,0,100,100,100,85,50,85,85,70,4,4,4,4,1,4,1,4,4,5,4,7,1,4,3,1,1,5,4,1,1,1,1,2,2,1,1,2,2,5,4,4,5,3,5,2,1,85,85,85,60,85
"1718",0.540223428615101,0.575231219213948,1,119,1,47,1,4,1,2,4,-1,2,3,1,85,0,85,15,70,40,1,3,2,5,4,4,4,2,2,2,3,4,3,3,2,1,6,1,2,6,1,1,3,-1,2,7,6,7,6,6,1,6,2,1,60,0,85,30,60,15,60,60,50,15,38,30,50,30,50,15,0,40,15,30,70,30,60,50,40,4,4,3,4,1,2,4,1,1,5,4,1,1,4,1,1,2,5,1,1,1,1,4,4,2,1,1,6,2,3,2,2,4,2,3,2,2,50,50,85,70,-9
"1719",0.208747683768775,0.196366967403472,1,110,12,68,4,5,1,2,5,-1,7,6,2,0,85,15,85,10,85,3,5,1,1,5,1,4,3,7,7,2,1,3,4,1,7,7,7,2,7,1,1,3,-1,3,2,5,1,5,2,7,3,7,1,0,85,0,85,40,60,40,60,15,60,85,85,70,50,70,100,70,85,100,50,15,70,40,85,30,2,5,3,2,2,3,5,4,5,4,7,7,5,4,1,2,7,1,7,3,4,7,2,2,3,3,2,4,6,2,7,5,3,2,5,1,1,85,85,85,0,85
"1720",1.04216890232841,0.993533167647703,1,106,11,80,1,-2,3,4,6,-1,3,4,1,70,30,70,85,65,40,2,2,2,2,2,3,1,1,6,4,4,2,3,4,4,1,7,1,2,6,2,1,5,-1,4,2,5,4,4,6,2,8,4,2,70,10,60,10,75,10,85,80,70,5,10,10,75,10,65,89,5,70,40,70,70,0,60,50,90,4,5,3,2,3,2,4,1,2,1,6,6,1,4,3,1,2,4,1,3,4,2,4,3,2,3,1,1,2,4,2,3,4,3,3,3,3,60,70,90,40,50
